char_id,char_name,char_lv,char_rank,char_type,atk_dmg,atk_speed,atk_range,atk_addcount,bullet_count,bullet_speed,char_hp,crt_chance,crt_dmg,skill_id1,skill_id2,skill_id3,skill_id4,skill_id5,skill_id6,Info,image_PrefabName,data_AssetName,bullet_PrefabName,projectile_AssetName,hitEffect_AssetName,card_imageName,icon_imageName
14040403,리아,4,4,4,41,0.77,14.1,37,1,8,420,17.7,2.13,32117,31207,0,0,0,0,"키 : 158cm\n나이 : 만 19세\n성격 : 솔직하고 정의로운 자유로운 영혼\n배경 : 원래는 아이돌의 꿈이 없었지만, 오디션을 보러 간다는 친구를 따라서 소속사에 구경하러 갔다가 천사의 아이돌을 해볼 생각이 있냐는 물음에 재밌어 보여서 수락하게 된 것으로 밝혀졌다. 추후 천사는 발전 가능성이 높은 리아의 긍정적인 에너지를 높게 샀다고 평가했다.",LiaCharacter,lia34,baseBullet,PinkHeartProjectile,PinkHeartHit,FDlia,liaicon
14050403,리아,5,4,4,45,0.8,14.3,39,1,8,440,19,2.17,32117,31207,0,0,0,0,"키 : 158cm\n나이 : 만 19세\n성격 : 솔직하고 정의로운 자유로운 영혼\n배경 : 원래는 아이돌의 꿈이 없었지만, 오디션을 보러 간다는 친구를 따라서 소속사에 구경하러 갔다가 천사의 아이돌을 해볼 생각이 있냐는 물음에 재밌어 보여서 수락하게 된 것으로 밝혀졌다. 추후 천사는 발전 가능성이 높은 리아의 긍정적인 에너지를 높게 샀다고 평가했다.",LiaCharacter,lia35,baseBullet,PinkHeartProjectile,PinkHeartHit,FDlia,liaicon
14060403,리아,6,4,4,49,0.83,14.4,41,1,8,460,19.8,2.2,32117,31207,0,0,0,0,"키 : 158cm\n나이 : 만 19세\n성격 : 솔직하고 정의로운 자유로운 영혼\n배경 : 원래는 아이돌의 꿈이 없었지만, 오디션을 보러 간다는 친구를 따라서 소속사에 구경하러 갔다가 천사의 아이돌을 해볼 생각이 있냐는 물음에 재밌어 보여서 수락하게 된 것으로 밝혀졌다. 추후 천사는 발전 가능성이 높은 리아의 긍정적인 에너지를 높게 샀다고 평가했다.",LiaCharacter,lia36,baseBullet,PinkHeartProjectile,PinkHeartHit,FDlia,liaicon
14070403,리아,7,4,4,53,0.86,14.5,43,1,8,480,20.1,2.21,32117,31207,0,0,0,0,"키 : 158cm\n나이 : 만 19세\n성격 : 솔직하고 정의로운 자유로운 영혼\n배경 : 원래는 아이돌의 꿈이 없었지만, 오디션을 보러 간다는 친구를 따라서 소속사에 구경하러 갔다가 천사의 아이돌을 해볼 생각이 있냐는 물음에 재밌어 보여서 수락하게 된 것으로 밝혀졌다. 추후 천사는 발전 가능성이 높은 리아의 긍정적인 에너지를 높게 샀다고 평가했다.",LiaCharacter,lia37,baseBullet,PinkHeartProjectile,PinkHeartHit,FDlia,liaicon
14080403,리아,8,4,4,57,0.89,14.5,45,1,8,500,20.2,2.21,32117,31207,0,0,0,0,"키 : 158cm\n나이 : 만 19세\n성격 : 솔직하고 정의로운 자유로운 영혼\n배경 : 원래는 아이돌의 꿈이 없었지만, 오디션을 보러 간다는 친구를 따라서 소속사에 구경하러 갔다가 천사의 아이돌을 해볼 생각이 있냐는 물음에 재밌어 보여서 수락하게 된 것으로 밝혀졌다. 추후 천사는 발전 가능성이 높은 리아의 긍정적인 에너지를 높게 샀다고 평가했다.",LiaCharacter,lia38,baseBullet,PinkHeartProjectile,PinkHeartHit,FDlia,liaicon
14090403,리아,9,4,4,61,0.92,14.6,47,1,8,520,20.9,2.23,32117,31207,0,0,0,0,"키 : 158cm\n나이 : 만 19세\n성격 : 솔직하고 정의로운 자유로운 영혼\n배경 : 원래는 아이돌의 꿈이 없었지만, 오디션을 보러 간다는 친구를 따라서 소속사에 구경하러 갔다가 천사의 아이돌을 해볼 생각이 있냐는 물음에 재밌어 보여서 수락하게 된 것으로 밝혀졌다. 추후 천사는 발전 가능성이 높은 리아의 긍정적인 에너지를 높게 샀다고 평가했다.",LiaCharacter,lia39,baseBullet,PinkHeartProjectile,PinkHeartHit,FDlia,liaicon
14100403,리아,10,4,4,65,0.95,14.8,49,1,8,540,21.9,2.27,32117,31207,0,0,0,0,"키 : 158cm\n나이 : 만 19세\n성격 : 솔직하고 정의로운 자유로운 영혼\n배경 : 원래는 아이돌의 꿈이 없었지만, 오디션을 보러 간다는 친구를 따라서 소속사에 구경하러 갔다가 천사의 아이돌을 해볼 생각이 있냐는 물음에 재밌어 보여서 수락하게 된 것으로 밝혀졌다. 추후 천사는 발전 가능성이 높은 리아의 긍정적인 에너지를 높게 샀다고 평가했다.",LiaCharacter,lia40,baseBullet,PinkHeartProjectile,PinkHeartHit,FDlia,liaicon
11010504,지안,1,1,5,20,0.62,10,3,1,8,360,6.7,1.59,32107,31208,0,0,0,0,"키 : 168cm\n나이 : 만 19세\n성격 : 냉철한 완벽주의자, 츤데레\n배경 : 세라가 있었던 소속사에 나중에 입사하게 된 연습생으로, 연습생 선배였던 세라가 아끼던 동생이다. 데뷔를 기다리며 전 소속사에 남아있다가 이후 세라의 설득으로 현재는 하트 스테이지에 합류했다. 지안은 세라가 사기를 당했다고 생각하여 처음에는 반신반의 했지만 이후 하트 스테이지 멤버들의 의견을 존중하면서 마음을 열게 됐다.",JianCharacter,jian1,baseBullet,GreenHeartProjectile,GreenHeartHit,FDjian,jianicon
11020504,지안,2,1,5,24,0.65,10.3,4,1,8,400,7.3,1.61,32107,31208,0,0,0,0,"키 : 168cm\n나이 : 만 19세\n성격 : 냉철한 완벽주의자, 츤데레\n배경 : 세라가 있었던 소속사에 나중에 입사하게 된 연습생으로, 연습생 선배였던 세라가 아끼던 동생이다. 데뷔를 기다리며 전 소속사에 남아있다가 이후 세라의 설득으로 현재는 하트 스테이지에 합류했다. 지안은 세라가 사기를 당했다고 생각하여 처음에는 반신반의 했지만 이후 하트 스테이지 멤버들의 의견을 존중하면서 마음을 열게 됐다.",JianCharacter,jian2,baseBullet,GreenHeartProjectile,GreenHeartHit,FDjian,jianicon
11030504,지안,3,1,5,28,0.68,10.6,5,1,8,440,8.1,1.65,32107,31208,0,0,0,0,"키 : 168cm\n나이 : 만 19세\n성격 : 냉철한 완벽주의자, 츤데레\n배경 : 세라가 있었던 소속사에 나중에 입사하게 된 연습생으로, 연습생 선배였던 세라가 아끼던 동생이다. 데뷔를 기다리며 전 소속사에 남아있다가 이후 세라의 설득으로 현재는 하트 스테이지에 합류했다. 지안은 세라가 사기를 당했다고 생각하여 처음에는 반신반의 했지만 이후 하트 스테이지 멤버들의 의견을 존중하면서 마음을 열게 됐다.",JianCharacter,jian3,baseBullet,GreenHeartProjectile,GreenHeartHit,FDjian,jianicon
11040504,지안,4,1,5,32,0.71,10.8,6,1,8,480,9.1,1.71,32107,31208,0,0,0,0,"키 : 168cm\n나이 : 만 19세\n성격 : 냉철한 완벽주의자, 츤데레\n배경 : 세라가 있었던 소속사에 나중에 입사하게 된 연습생으로, 연습생 선배였던 세라가 아끼던 동생이다. 데뷔를 기다리며 전 소속사에 남아있다가 이후 세라의 설득으로 현재는 하트 스테이지에 합류했다. 지안은 세라가 사기를 당했다고 생각하여 처음에는 반신반의 했지만 이후 하트 스테이지 멤버들의 의견을 존중하면서 마음을 열게 됐다.",JianCharacter,jian4,baseBullet,GreenHeartProjectile,GreenHeartHit,FDjian,jianicon
11050504,지안,5,1,5,36,0.74,11,7,1,8,520,10.4,1.77,32107,31208,0,0,0,0,"키 : 168cm\n나이 : 만 19세\n성격 : 냉철한 완벽주의자, 츤데레\n배경 : 세라가 있었던 소속사에 나중에 입사하게 된 연습생으로, 연습생 선배였던 세라가 아끼던 동생이다. 데뷔를 기다리며 전 소속사에 남아있다가 이후 세라의 설득으로 현재는 하트 스테이지에 합류했다. 지안은 세라가 사기를 당했다고 생각하여 처음에는 반신반의 했지만 이후 하트 스테이지 멤버들의 의견을 존중하면서 마음을 열게 됐다.",JianCharacter,jian5,baseBullet,GreenHeartProjectile,GreenHeartHit,FDjian,jianicon
11060504,지안,6,1,5,40,0.77,11.1,8,1,8,560,12,1.85,32107,31208,0,0,0,0,"키 : 168cm\n나이 : 만 19세\n성격 : 냉철한 완벽주의자, 츤데레\n배경 : 세라가 있었던 소속사에 나중에 입사하게 된 연습생으로, 연습생 선배였던 세라가 아끼던 동생이다. 데뷔를 기다리며 전 소속사에 남아있다가 이후 세라의 설득으로 현재는 하트 스테이지에 합류했다. 지안은 세라가 사기를 당했다고 생각하여 처음에는 반신반의 했지만 이후 하트 스테이지 멤버들의 의견을 존중하면서 마음을 열게 됐다.",JianCharacter,jian6,baseBullet,GreenHeartProjectile,GreenHeartHit,FDjian,jianicon
11070504,지안,7,1,5,44,0.8,11.1,9,1,8,600,13.8,1.94,32107,31208,0,0,0,0,"키 : 168cm\n나이 : 만 19세\n성격 : 냉철한 완벽주의자, 츤데레\n배경 : 세라가 있었던 소속사에 나중에 입사하게 된 연습생으로, 연습생 선배였던 세라가 아끼던 동생이다. 데뷔를 기다리며 전 소속사에 남아있다가 이후 세라의 설득으로 현재는 하트 스테이지에 합류했다. 지안은 세라가 사기를 당했다고 생각하여 처음에는 반신반의 했지만 이후 하트 스테이지 멤버들의 의견을 존중하면서 마음을 열게 됐다.",JianCharacter,jian7,baseBullet,GreenHeartProjectile,GreenHeartHit,FDjian,jianicon
11080504,지안,8,1,5,48,0.83,11.2,10,1,8,640,15.8,2.04,32107,31208,0,0,0,0,"키 : 168cm\n나이 : 만 19세\n성격 : 냉철한 완벽주의자, 츤데레\n배경 : 세라가 있었던 소속사에 나중에 입사하게 된 연습생으로, 연습생 선배였던 세라가 아끼던 동생이다. 데뷔를 기다리며 전 소속사에 남아있다가 이후 세라의 설득으로 현재는 하트 스테이지에 합류했다. 지안은 세라가 사기를 당했다고 생각하여 처음에는 반신반의 했지만 이후 하트 스테이지 멤버들의 의견을 존중하면서 마음을 열게 됐다.",JianCharacter,jian8,baseBullet,GreenHeartProjectile,GreenHeartHit,FDjian,jianicon
11090504,지안,9,1,5,52,0.86,11.2,11,1,8,680,18.1,2.16,32107,31208,0,0,0,0,"키 : 168cm\n나이 : 만 19세\n성격 : 냉철한 완벽주의자, 츤데레\n배경 : 세라가 있었던 소속사에 나중에 입사하게 된 연습생으로, 연습생 선배였던 세라가 아끼던 동생이다. 데뷔를 기다리며 전 소속사에 남아있다가 이후 세라의 설득으로 현재는 하트 스테이지에 합류했다. 지안은 세라가 사기를 당했다고 생각하여 처음에는 반신반의 했지만 이후 하트 스테이지 멤버들의 의견을 존중하면서 마음을 열게 됐다.",JianCharacter,jian9,baseBullet,GreenHeartProjectile,GreenHeartHit,FDjian,jianicon
11100504,지안,10,1,5,56,0.89,11.4,12,1,8,720,20.7,2.28,32107,31208,0,0,0,0,"키 : 168cm\n나이 : 만 19세\n성격 : 냉철한 완벽주의자, 츤데레\n배경 : 세라가 있었던 소속사에 나중에 입사하게 된 연습생으로, 연습생 선배였던 세라가 아끼던 동생이다. 데뷔를 기다리며 전 소속사에 남아있다가 이후 세라의 설득으로 현재는 하트 스테이지에 합류했다. 지안은 세라가 사기를 당했다고 생각하여 처음에는 반신반의 했지만 이후 하트 스테이지 멤버들의 의견을 존중하면서 마음을 열게 됐다.",JianCharacter,jian10,baseBullet,GreenHeartProjectile,GreenHeartHit,FDjian,jianicon
12010504,지안,1,2,5,24,0.64,11,5,1,8,400,7.4,1.74,32108,31208,0,0,0,0,"키 : 168cm\n나이 : 만 19세\n성격 : 냉철한 완벽주의자, 츤데레\n배경 : 세라가 있었던 소속사에 나중에 입사하게 된 연습생으로, 연습생 선배였던 세라가 아끼던 동생이다. 데뷔를 기다리며 전 소속사에 남아있다가 이후 세라의 설득으로 현재는 하트 스테이지에 합류했다. 지안은 세라가 사기를 당했다고 생각하여 처음에는 반신반의 했지만 이후 하트 스테이지 멤버들의 의견을 존중하면서 마음을 열게 됐다.",JianCharacter,jian11,baseBullet,GreenHeartProjectile,GreenHeartHit,FDjian,jianicon
12020504,지안,2,2,5,28,0.67,11.2,6,1,8,440,8,1.77,32108,31208,0,0,0,0,"키 : 168cm\n나이 : 만 19세\n성격 : 냉철한 완벽주의자, 츤데레\n배경 : 세라가 있었던 소속사에 나중에 입사하게 된 연습생으로, 연습생 선배였던 세라가 아끼던 동생이다. 데뷔를 기다리며 전 소속사에 남아있다가 이후 세라의 설득으로 현재는 하트 스테이지에 합류했다. 지안은 세라가 사기를 당했다고 생각하여 처음에는 반신반의 했지만 이후 하트 스테이지 멤버들의 의견을 존중하면서 마음을 열게 됐다.",JianCharacter,jian12,baseBullet,GreenHeartProjectile,GreenHeartHit,FDjian,jianicon
12030504,지안,3,2,5,32,0.7,11.4,7,1,8,480,8.9,1.82,32108,31208,0,0,0,0,"키 : 168cm\n나이 : 만 19세\n성격 : 냉철한 완벽주의자, 츤데레\n배경 : 세라가 있었던 소속사에 나중에 입사하게 된 연습생으로, 연습생 선배였던 세라가 아끼던 동생이다. 데뷔를 기다리며 전 소속사에 남아있다가 이후 세라의 설득으로 현재는 하트 스테이지에 합류했다. 지안은 세라가 사기를 당했다고 생각하여 처음에는 반신반의 했지만 이후 하트 스테이지 멤버들의 의견을 존중하면서 마음을 열게 됐다.",JianCharacter,jian13,baseBullet,GreenHeartProjectile,GreenHeartHit,FDjian,jianicon
12040504,지안,4,2,5,36,0.73,11.7,8,1,8,520,10,1.88,32108,31208,0,0,0,0,"키 : 168cm\n나이 : 만 19세\n성격 : 냉철한 완벽주의자, 츤데레\n배경 : 세라가 있었던 소속사에 나중에 입사하게 된 연습생으로, 연습생 선배였던 세라가 아끼던 동생이다. 데뷔를 기다리며 전 소속사에 남아있다가 이후 세라의 설득으로 현재는 하트 스테이지에 합류했다. 지안은 세라가 사기를 당했다고 생각하여 처음에는 반신반의 했지만 이후 하트 스테이지 멤버들의 의견을 존중하면서 마음을 열게 됐다.",JianCharacter,jian14,baseBullet,GreenHeartProjectile,GreenHeartHit,FDjian,jianicon
12050504,지안,5,2,5,40,0.76,11.9,9,1,8,560,11.4,1.95,32108,31208,0,0,0,0,"키 : 168cm\n나이 : 만 19세\n성격 : 냉철한 완벽주의자, 츤데레\n배경 : 세라가 있었던 소속사에 나중에 입사하게 된 연습생으로, 연습생 선배였던 세라가 아끼던 동생이다. 데뷔를 기다리며 전 소속사에 남아있다가 이후 세라의 설득으로 현재는 하트 스테이지에 합류했다. 지안은 세라가 사기를 당했다고 생각하여 처음에는 반신반의 했지만 이후 하트 스테이지 멤버들의 의견을 존중하면서 마음을 열게 됐다.",JianCharacter,jian15,baseBullet,GreenHeartProjectile,GreenHeartHit,FDjian,jianicon
12060504,지안,6,2,5,44,0.79,12.1,10,1,8,600,13.1,2.03,32108,31208,0,0,0,0,"키 : 168cm\n나이 : 만 19세\n성격 : 냉철한 완벽주의자, 츤데레\n배경 : 세라가 있었던 소속사에 나중에 입사하게 된 연습생으로, 연습생 선배였던 세라가 아끼던 동생이다. 데뷔를 기다리며 전 소속사에 남아있다가 이후 세라의 설득으로 현재는 하트 스테이지에 합류했다. 지안은 세라가 사기를 당했다고 생각하여 처음에는 반신반의 했지만 이후 하트 스테이지 멤버들의 의견을 존중하면서 마음을 열게 됐다.",JianCharacter,jian16,baseBullet,GreenHeartProjectile,GreenHeartHit,FDjian,jianicon
12070504,지안,7,2,5,48,0.82,12.3,11,1,8,640,15.1,2.13,32108,31208,0,0,0,0,"키 : 168cm\n나이 : 만 19세\n성격 : 냉철한 완벽주의자, 츤데레\n배경 : 세라가 있었던 소속사에 나중에 입사하게 된 연습생으로, 연습생 선배였던 세라가 아끼던 동생이다. 데뷔를 기다리며 전 소속사에 남아있다가 이후 세라의 설득으로 현재는 하트 스테이지에 합류했다. 지안은 세라가 사기를 당했다고 생각하여 처음에는 반신반의 했지만 이후 하트 스테이지 멤버들의 의견을 존중하면서 마음을 열게 됐다.",JianCharacter,jian17,baseBullet,GreenHeartProjectile,GreenHeartHit,FDjian,jianicon
12080504,지안,8,2,5,52,0.85,12.5,12,1,8,680,17.4,2.24,32108,31208,0,0,0,0,"키 : 168cm\n나이 : 만 19세\n성격 : 냉철한 완벽주의자, 츤데레\n배경 : 세라가 있었던 소속사에 나중에 입사하게 된 연습생으로, 연습생 선배였던 세라가 아끼던 동생이다. 데뷔를 기다리며 전 소속사에 남아있다가 이후 세라의 설득으로 현재는 하트 스테이지에 합류했다. 지안은 세라가 사기를 당했다고 생각하여 처음에는 반신반의 했지만 이후 하트 스테이지 멤버들의 의견을 존중하면서 마음을 열게 됐다.",JianCharacter,jian18,baseBullet,GreenHeartProjectile,GreenHeartHit,FDjian,jianicon
12090504,지안,9,2,5,56,0.88,12.8,13,1,8,720,19.9,2.37,32108,31208,0,0,0,0,"키 : 168cm\n나이 : 만 19세\n성격 : 냉철한 완벽주의자, 츤데레\n배경 : 세라가 있었던 소속사에 나중에 입사하게 된 연습생으로, 연습생 선배였던 세라가 아끼던 동생이다. 데뷔를 기다리며 전 소속사에 남아있다가 이후 세라의 설득으로 현재는 하트 스테이지에 합류했다. 지안은 세라가 사기를 당했다고 생각하여 처음에는 반신반의 했지만 이후 하트 스테이지 멤버들의 의견을 존중하면서 마음을 열게 됐다.",JianCharacter,jian19,baseBullet,GreenHeartProjectile,GreenHeartHit,FDjian,jianicon
12100504,지안,10,2,5,60,0.91,13,14,1,8,760,22.7,2.51,32108,31208,0,0,0,0,"키 : 168cm\n나이 : 만 19세\n성격 : 냉철한 완벽주의자, 츤데레\n배경 : 세라가 있었던 소속사에 나중에 입사하게 된 연습생으로, 연습생 선배였던 세라가 아끼던 동생이다. 데뷔를 기다리며 전 소속사에 남아있다가 이후 세라의 설득으로 현재는 하트 스테이지에 합류했다. 지안은 세라가 사기를 당했다고 생각하여 처음에는 반신반의 했지만 이후 하트 스테이지 멤버들의 의견을 존중하면서 마음을 열게 됐다.",JianCharacter,jian20,baseBullet,GreenHeartProjectile,GreenHeartHit,FDjian,jianicon
13010504,지안,1,3,5,28,0.66,12,7,1,8,440,8,1.9,32108,31209,0,0,0,0,"키 : 168cm\n나이 : 만 19세\n성격 : 냉철한 완벽주의자, 츤데레\n배경 : 세라가 있었던 소속사에 나중에 입사하게 된 연습생으로, 연습생 선배였던 세라가 아끼던 동생이다. 데뷔를 기다리며 전 소속사에 남아있다가 이후 세라의 설득으로 현재는 하트 스테이지에 합류했다. 지안은 세라가 사기를 당했다고 생각하여 처음에는 반신반의 했지만 이후 하트 스테이지 멤버들의 의견을 존중하면서 마음을 열게 됐다.",JianCharacter,jian21,baseBullet,GreenHeartProjectile,GreenHeartHit,FDjian,jianicon
13020504,지안,2,3,5,32,0.69,12.2,8,1,8,480,8.7,1.94,32108,31209,0,0,0,0,"키 : 168cm\n나이 : 만 19세\n성격 : 냉철한 완벽주의자, 츤데레\n배경 : 세라가 있었던 소속사에 나중에 입사하게 된 연습생으로, 연습생 선배였던 세라가 아끼던 동생이다. 데뷔를 기다리며 전 소속사에 남아있다가 이후 세라의 설득으로 현재는 하트 스테이지에 합류했다. 지안은 세라가 사기를 당했다고 생각하여 처음에는 반신반의 했지만 이후 하트 스테이지 멤버들의 의견을 존중하면서 마음을 열게 됐다.",JianCharacter,jian22,baseBullet,GreenHeartProjectile,GreenHeartHit,FDjian,jianicon
13030504,지안,3,3,5,36,0.72,12.5,9,1,8,520,9.7,1.98,32108,31209,0,0,0,0,"키 : 168cm\n나이 : 만 19세\n성격 : 냉철한 완벽주의자, 츤데레\n배경 : 세라가 있었던 소속사에 나중에 입사하게 된 연습생으로, 연습생 선배였던 세라가 아끼던 동생이다. 데뷔를 기다리며 전 소속사에 남아있다가 이후 세라의 설득으로 현재는 하트 스테이지에 합류했다. 지안은 세라가 사기를 당했다고 생각하여 처음에는 반신반의 했지만 이후 하트 스테이지 멤버들의 의견을 존중하면서 마음을 열게 됐다.",JianCharacter,jian23,baseBullet,GreenHeartProjectile,GreenHeartHit,FDjian,jianicon
13040504,지안,4,3,5,40,0.75,12.7,10,1,8,560,10.9,2.05,32108,31209,0,0,0,0,"키 : 168cm\n나이 : 만 19세\n성격 : 냉철한 완벽주의자, 츤데레\n배경 : 세라가 있었던 소속사에 나중에 입사하게 된 연습생으로, 연습생 선배였던 세라가 아끼던 동생이다. 데뷔를 기다리며 전 소속사에 남아있다가 이후 세라의 설득으로 현재는 하트 스테이지에 합류했다. 지안은 세라가 사기를 당했다고 생각하여 처음에는 반신반의 했지만 이후 하트 스테이지 멤버들의 의견을 존중하면서 마음을 열게 됐다.",JianCharacter,jian24,baseBullet,GreenHeartProjectile,GreenHeartHit,FDjian,jianicon
13050504,지안,5,3,5,44,0.78,13,11,1,8,600,12.5,2.12,32108,31209,0,0,0,0,"키 : 168cm\n나이 : 만 19세\n성격 : 냉철한 완벽주의자, 츤데레\n배경 : 세라가 있었던 소속사에 나중에 입사하게 된 연습생으로, 연습생 선배였던 세라가 아끼던 동생이다. 데뷔를 기다리며 전 소속사에 남아있다가 이후 세라의 설득으로 현재는 하트 스테이지에 합류했다. 지안은 세라가 사기를 당했다고 생각하여 처음에는 반신반의 했지만 이후 하트 스테이지 멤버들의 의견을 존중하면서 마음을 열게 됐다.",JianCharacter,jian25,baseBullet,GreenHeartProjectile,GreenHeartHit,FDjian,jianicon
13060504,지안,6,3,5,48,0.81,13.2,12,1,8,640,14.3,2.22,32108,31209,0,0,0,0,"키 : 168cm\n나이 : 만 19세\n성격 : 냉철한 완벽주의자, 츤데레\n배경 : 세라가 있었던 소속사에 나중에 입사하게 된 연습생으로, 연습생 선배였던 세라가 아끼던 동생이다. 데뷔를 기다리며 전 소속사에 남아있다가 이후 세라의 설득으로 현재는 하트 스테이지에 합류했다. 지안은 세라가 사기를 당했다고 생각하여 처음에는 반신반의 했지만 이후 하트 스테이지 멤버들의 의견을 존중하면서 마음을 열게 됐다.",JianCharacter,jian26,baseBullet,GreenHeartProjectile,GreenHeartHit,FDjian,jianicon
13070504,지안,7,3,5,52,0.84,13.4,13,1,8,680,16.5,2.33,32108,31209,0,0,0,0,"키 : 168cm\n나이 : 만 19세\n성격 : 냉철한 완벽주의자, 츤데레\n배경 : 세라가 있었던 소속사에 나중에 입사하게 된 연습생으로, 연습생 선배였던 세라가 아끼던 동생이다. 데뷔를 기다리며 전 소속사에 남아있다가 이후 세라의 설득으로 현재는 하트 스테이지에 합류했다. 지안은 세라가 사기를 당했다고 생각하여 처음에는 반신반의 했지만 이후 하트 스테이지 멤버들의 의견을 존중하면서 마음을 열게 됐다.",JianCharacter,jian27,baseBullet,GreenHeartProjectile,GreenHeartHit,FDjian,jianicon
13080504,지안,8,3,5,56,0.87,13.7,14,1,8,720,19,2.45,32108,31209,0,0,0,0,"키 : 168cm\n나이 : 만 19세\n성격 : 냉철한 완벽주의자, 츤데레\n배경 : 세라가 있었던 소속사에 나중에 입사하게 된 연습생으로, 연습생 선배였던 세라가 아끼던 동생이다. 데뷔를 기다리며 전 소속사에 남아있다가 이후 세라의 설득으로 현재는 하트 스테이지에 합류했다. 지안은 세라가 사기를 당했다고 생각하여 처음에는 반신반의 했지만 이후 하트 스테이지 멤버들의 의견을 존중하면서 마음을 열게 됐다.",JianCharacter,jian28,baseBullet,GreenHeartProjectile,GreenHeartHit,FDjian,jianicon
13090504,지안,9,3,5,60,0.9,13.9,15,1,8,760,21.7,2.59,32108,31209,0,0,0,0,"키 : 168cm\n나이 : 만 19세\n성격 : 냉철한 완벽주의자, 츤데레\n배경 : 세라가 있었던 소속사에 나중에 입사하게 된 연습생으로, 연습생 선배였던 세라가 아끼던 동생이다. 데뷔를 기다리며 전 소속사에 남아있다가 이후 세라의 설득으로 현재는 하트 스테이지에 합류했다. 지안은 세라가 사기를 당했다고 생각하여 처음에는 반신반의 했지만 이후 하트 스테이지 멤버들의 의견을 존중하면서 마음을 열게 됐다.",JianCharacter,jian29,baseBullet,GreenHeartProjectile,GreenHeartHit,FDjian,jianicon
13100504,지안,10,3,5,64,0.93,14.2,16,1,8,800,24.8,2.74,32108,31209,0,0,0,0,"키 : 168cm\n나이 : 만 19세\n성격 : 냉철한 완벽주의자, 츤데레\n배경 : 세라가 있었던 소속사에 나중에 입사하게 된 연습생으로, 연습생 선배였던 세라가 아끼던 동생이다. 데뷔를 기다리며 전 소속사에 남아있다가 이후 세라의 설득으로 현재는 하트 스테이지에 합류했다. 지안은 세라가 사기를 당했다고 생각하여 처음에는 반신반의 했지만 이후 하트 스테이지 멤버들의 의견을 존중하면서 마음을 열게 됐다.",JianCharacter,jian30,baseBullet,GreenHeartProjectile,GreenHeartHit,FDjian,jianicon
14010504,지안,1,4,5,32,0.68,13,9,1,8,480,8.7,2.06,32118,31209,0,0,0,0,"키 : 168cm\n나이 : 만 19세\n성격 : 냉철한 완벽주의자, 츤데레\n배경 : 세라가 있었던 소속사에 나중에 입사하게 된 연습생으로, 연습생 선배였던 세라가 아끼던 동생이다. 데뷔를 기다리며 전 소속사에 남아있다가 이후 세라의 설득으로 현재는 하트 스테이지에 합류했다. 지안은 세라가 사기를 당했다고 생각하여 처음에는 반신반의 했지만 이후 하트 스테이지 멤버들의 의견을 존중하면서 마음을 열게 됐다.",JianCharacter,jian31,baseBullet,GreenHeartProjectile,GreenHeartHit,FDjian,jianicon
14020504,지안,2,4,5,36,0.71,13.3,10,1,8,520,9.4,2.1,32118,31209,0,0,0,0,"키 : 168cm\n나이 : 만 19세\n성격 : 냉철한 완벽주의자, 츤데레\n배경 : 세라가 있었던 소속사에 나중에 입사하게 된 연습생으로, 연습생 선배였던 세라가 아끼던 동생이다. 데뷔를 기다리며 전 소속사에 남아있다가 이후 세라의 설득으로 현재는 하트 스테이지에 합류했다. 지안은 세라가 사기를 당했다고 생각하여 처음에는 반신반의 했지만 이후 하트 스테이지 멤버들의 의견을 존중하면서 마음을 열게 됐다.",JianCharacter,jian32,baseBullet,GreenHeartProjectile,GreenHeartHit,FDjian,jianicon
14030504,지안,3,4,5,40,0.74,13.5,11,1,8,560,10.5,2.15,32118,31209,0,0,0,0,"키 : 168cm\n나이 : 만 19세\n성격 : 냉철한 완벽주의자, 츤데레\n배경 : 세라가 있었던 소속사에 나중에 입사하게 된 연습생으로, 연습생 선배였던 세라가 아끼던 동생이다. 데뷔를 기다리며 전 소속사에 남아있다가 이후 세라의 설득으로 현재는 하트 스테이지에 합류했다. 지안은 세라가 사기를 당했다고 생각하여 처음에는 반신반의 했지만 이후 하트 스테이지 멤버들의 의견을 존중하면서 마음을 열게 됐다.",JianCharacter,jian33,baseBullet,GreenHeartProjectile,GreenHeartHit,FDjian,jianicon
14040504,지안,4,4,5,44,0.77,13.8,12,1,8,600,11.8,2.22,32118,31209,0,0,0,0,"키 : 168cm\n나이 : 만 19세\n성격 : 냉철한 완벽주의자, 츤데레\n배경 : 세라가 있었던 소속사에 나중에 입사하게 된 연습생으로, 연습생 선배였던 세라가 아끼던 동생이다. 데뷔를 기다리며 전 소속사에 남아있다가 이후 세라의 설득으로 현재는 하트 스테이지에 합류했다. 지안은 세라가 사기를 당했다고 생각하여 처음에는 반신반의 했지만 이후 하트 스테이지 멤버들의 의견을 존중하면서 마음을 열게 됐다.",JianCharacter,jian34,baseBullet,GreenHeartProjectile,GreenHeartHit,FDjian,jianicon
